passage_id,chapter,section,subsection,page,text,word_count,cluster,cluster_name,x,y,neighbors,section_novelty
p01256,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): PHYS 201,348,"PHYS 303 Introduction to Biophysics (4 credits) The application of physics theory and experimental techniques to biological systems can be used to answer complex questions. The biological systems examined can range in scale from single molecules, to organelles, cells, tissues and whole organisms and the types of physics applied can include chemical, mechanical, electrical and others. Students will be introduced to physical descriptions of a wide range of phenomena, from molecular and cell mechanisms to the function of the human brain. An additional introductory overview of frontiers in photobiophysics, neurophysics, bioinformatics and synchrotron-based biological spectroscopy will help students to broaden their views.",102,6,Majors & Courses — Topic 4,8.49676,5.778856,p00646;p01265;p00642;p00653;p01089,0.7335487604141235
p01257,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): INTGSCI 102; or INTGSCI 101 and BIOL 110; or BIOL 110 and PHYS 121,348,"PHYS 304 Electricity and Magnetism (4 credits) Electrostatic fields and potentials, boundary value problems, magnetic induction, energy in electromagnetic fields, Maxwell's equations, introduction to electromagnetic radiation.",26,5,Majors & Courses — Topic 3,7.8157477,5.0118127,p00622;p00652;p01160;p01250;p01264,0.7129533886909485
p01258,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): MATH 202,348,"PHYS 310 Physics of Particulate Materials Particulate materials, broadly defined as agglomerates of macroscopic particles, are ubiquitous in nature, across industries (pharmaceutics, chemical engineering, geotechnical, etc.) and in our daily lives. You can see them in everything from sand grains on the beach to catalyst particles in chemical reactors and from airborne pollution particles to ice balls forming Saturn's rings. Starting from a physics perspective, this course builds the foundation for widespread applications of particulate materials. It covers topics including particle-particle and particle-fluid interactions, agglomeration processes, statics and dynamics of granular materials.",92,5,Majors & Courses — Topic 3,8.664651,4.9403005,p01259;p00623;p00618;p01261;p00767,0.8340438604354858
p01259,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): MATH 202,348,Students work on specific projects that equip them with essential experimental and/or numerical tools to explore these applications of particulate materials and that prepare them for advanced academic and applied fields of study.,33,5,Majors & Courses — Topic 3,8.615515,4.836326,p01258;p00615;p00616;p00712;p01135,0.6421143412590027
p01260,Part 10: Majors and Courses,Course Descriptions,"Prerequisite(s): PHYS 122, MATH 201",349,"PHYS 401 Quantum Mechanics (4 credits) Introduction to the non-relativistic quantum description of matter. Topics include experimental foundations, wave-particle duality, Schrodinger wave equation, interpretation of the wave function, the state vector, Hilbert space, Dirac notation, Heisenberg uncertainty principle, one-dimensional quantum problems, tunneling, the harmonic oscillator, three-dimensional quantum problems, angular momentum, the hydrogen atom, spin, angular momentum addition, identical particles, elementary perturbation theory, fine/hyperfine structure of hydrogen, dynamics of two-level systems, and applications to atoms, molecules, and other systems.",78,5,Majors & Courses — Topic 3,8.220415,4.8966894,p01253;p01262;p00622;p01251;p01141,0.768606424331665
p01261,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): PHYS 201; MATH 202; and PHYS 301 is encouraged,349,"PHYS 402 Solid State and Soft Matter Physics (4 credits) This course is intended to provide an introduction to the physics of solids and soft materials. It will discuss topics including properties of static (crystal structure) and dynamic (lattice vibrations) arrangements of atoms; electrons in solids; key features in metals, insulators and semiconductors; semiconductor devices; structure and assembly of a variety of soft materials including liquid crystals, polymers, colloidal systems and surfactants; special properties of materials in nanoscale; etc.",79,5,Majors & Courses — Topic 3,8.770785,4.5366144,p00624;p00767;p01141;p01139;p01136,0.7167736887931824
p01262,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): PHYS 401,349,"PHYS 403 Introduction to Nuclear and Particle Physics (4 credits) Introductory survey course on nuclear and particle physics. Phenomenology and experimental foundations of nuclear and particle physics; fundamental forces and particles, composites. Interaction of particles with matter and detectors. SU(2), SU(3), models of mesons and baryons. Weak interactions and neutrino physics. Lepton-nucleon scattering, form factors and structure functions. QCD, gluon field and color. W and Z fields, electro-weak unification, the CKM matrix, Nucleon-nucleon interactions, properties of nuclei, single and collective particle models. Electromagnetic and hadronic interactions with nuclei. Nuclear reactions and nuclear structure, nuclear astrophysics. Relativistic heavy ion collisions.",99,5,Majors & Courses — Topic 3,8.164186,4.9408293,p01260;p00623;p01253;p00622;p00621,0.7476582527160645
p01263,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): PHYS 401,349,"PHYS 404 Nonlinear Dynamics (4 credits) Introduction to the study of temporal patterns in nonequilibrium systems. Theoretical, computational, and experimental insights used to explain phase space, bifurcations, stability theory, universality, attractors, fractals, chaos, and time-series analysis. Each student carries out an individual research project on a topic in nonlinear dynamics and gives a formal presentation of the results.",58,5,Majors & Courses — Topic 3,7.678714,5.192573,p01254;p01152;p00652;p00419;p01090,0.8778373599052429
p01264,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): MATH 202 and PHYS 122,350,"PHYS 405 Advanced Physics Laboratory and Seminar (4 credits) Experiments involving the fields of electricity, magnetism, heat, optics, and modern physics. Written and oral presentations of results. Instructor consent required.",30,5,Majors & Courses — Topic 3,7.949195,4.973243,p00621;p01257;p00651;p00622;p00652,0.6890076398849487
p01265,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): Consent of the instructor is required,350,PHYS 406 Advanced Biophysics (4 credits) Builds on and extends the core concepts introduced in Introduction to Biophysics. Advanced topics and recent developments in biophysics.,25,6,Majors & Courses — Topic 4,8.286032,5.443609,p01256;p01264;p00646;p00653;p01163,0.8332759141921997
